school_id,name,suburb,state,postcode,sector,school_type,website,year_range,teaching_staff,non_teaching_staff,total_enrolments,girls_enrolments,boys_enrolments
43354,St Michael's Catholic Primary School,Thirroul,NSW,2515,Catholic,Primary,http://www.smtdow.catholic.edu.au,K-6,12.2,3.1,232,107,125
43355,St Pius X Catholic Primary School,Unanderra,NSW,2526,Catholic,Primary,http://www.spxudow.catholic.edu.au,K-6,16.9,5.7,308,127,181
43356,St Francis of Assisi Catholic Primary School,Warrawong,NSW,2502,Catholic,Primary,http://www.sfawdow.catholic.edu.au,K-6,11.9,3.5,206,106,100
43357,St Therese Catholic Primary School,West Wollongong,NSW,2500,Catholic,Primary,http://www.stwwdow.catholic.edu.au,K-6,19,4.2,394,200,194
43359,Nazareth Catholic Primary School,Shellharbour City,NSW,2529,Catholic,Primary,http://www.nscdow.catholic.edu.au,K-6,21.6,7.8,409,206,203
43360,Corpus Christi Catholic High School,Oak Flats,NSW,2529,Catholic,Secondary,http://www.ccchsdow.catholic.edu.au,7-12,67.1,18.4,971,508,463
43361,St Brendan's Catholic Primary School,Annandale,NSW,2038,Catholic,Primary,http://stbannandale.catholic.edu.au/,K-6,10.5,3.2,171,76,95
43362,St Francis Xavier's Catholic Primary School,Arncliffe,NSW,2205,Catholic,Primary,http://stfxarncliffe.catholic.edu.au/,K-6,10.8,2.8,183,96,87
43363,St Vincent's Catholic Primary School,Ashfield,NSW,2131,Catholic,Primary,http://stvashfield.catholic.edu.au,K-6,19.8,5.1,275,131,144
43364,St John's Catholic Primary School,Auburn,NSW,2144,Catholic,Primary,http://www.stjauburn.catholic.edu.au,K-6,17.7,3.8,258,130,128
43365,St Joseph the Worker Catholic Primary School,Auburn South,NSW,2144,Catholic,Primary,http://stjwauburn.catholic.edu.au,K-6,10,3.9,117,49,68
43366,Fr John Therry Catholic Primary School Balmain - Rozelle,Balmain,NSW,2041,Catholic,Primary,http://fjtbalmain.catholic.edu.au,K-6,21.9,4.8,402,203,199
43367,St Felix Catholic Primary School,Bankstown,NSW,2200,Catholic,Primary,http://stfbankstown.catholic.edu.au,K-6,24.2,7.2,454,226,228
43368,St Brendan's Catholic Primary School,Bankstown,NSW,2200,Catholic,Primary,http://stbbankstown.catholic.edu.au,K-6,22,4.4,364,167,197
43369,St Michael's Catholic Primary School,Belfield,NSW,2191,Catholic,Primary,http://stmbelfield.catholic.edu.au,K-6,18.8,3.8,283,141,142
43370,St Joseph's Catholic Primary School,Belmore,NSW,2192,Catholic,Primary,https://sites.google.com/a/syd.catholic.edu.au/stjbelmore/,K-6,19.4,4.5,311,144,167
43371,Regina Coeli Catholic Primary School,Beverly Hills,NSW,2209,Catholic,Primary,http://rcbeverlyhills.catholic.edu.au,K-6,22,7.9,458,248,210
43372,St Gabriel's Catholic School,Bexley,NSW,2207,Catholic,Primary,http://stgbexley.catholic.edu.au,K-6,11.7,3.4,215,107,108
43373,Mater Dei Catholic Primary School,Blakehurst,NSW,2221,Catholic,Primary,http://mdblakehurst.catholic.edu.au,K-6,20.4,4.7,414,205,209
43374,Galilee Catholic Primary School,Bondi Beach,NSW,2026,Catholic,Primary,http://www.galileebondi.catholic.edu.au,K-6,8.4,2.3,135,66,69
43375,Holy Cross Catholic Primary School,Woollahra,NSW,2022,Catholic,Primary,http://www.hcpswoollahra.catholic.edu.au,K-6,14.2,3,269,149,120
43376,John the Baptist Catholic Primary School,Bonnyrigg Heights,NSW,2177,Catholic,Primary,http://www.jbbonnyrigg.catholic.edu.au/,K-6,40.5,8.7,837,404,433
43377,Our Lady of Mt Carmel Catholic Primary School Mount Pritchard,Bonnyrigg,NSW,2177,Catholic,Primary,http://olmcmtpritchard.catholic.edu.au,K-6,42.6,6.9,765,396,369
43378,Mary Immaculate Catholic Primary School,Bossley Park,NSW,2176,Catholic,Primary,http://www.mibossleypark.catholic.edu.au,K-6,34.4,11.2,669,329,340
43379,St Bernard's Catholic Primary School,Botany,NSW,2019,Catholic,Primary,http://stbbotany.catholic.edu.au,K-6,12.1,3.3,205,106,99
43380,St Thomas More's Catholic School,Brighton-Le-Sands,NSW,2216,Catholic,Primary,http://stmbrighton.catholic.edu.au,K-6,11.4,2.5,203,99,104
43381,Sacred Heart Catholic School,Cabramatta,NSW,2166,Catholic,Primary,http://shcabramatta.catholic.edu.au,K-6,29.4,6.3,522,253,269
43382,St Mel's Catholic Primary School,Campsie,NSW,2194,Catholic,Primary,http://www.stmcampsie.catholic.edu.au/,K-6,18.3,2.8,305,147,158
43383,Our Lady of Fatima Catholic Primary School,Caringbah,NSW,2229,Catholic,Primary,http://olfcaringbah.catholic.edu.au,K-6,27.4,7.1,626,302,324
43384,Blessed Sacrament Catholic Primary School,Clifton Gardens,NSW,2088,Catholic,Primary,http://bscliftongardens.catholic.edu.au,K-6,10.5,4,140,78,62
43386,St Anthony's Catholic Primary School,Clovelly,NSW,2031,Catholic,Primary,http://staclovelly.catholic.edu.au,K-6,10.7,3.1,183,87,96
43387,St Mary's Catholic Primary School,Concord,NSW,2137,Catholic,Primary,http://stmconcord.catholic.edu.au,K-6,24.6,5.6,470,235,235
43388,St Ambrose Catholic Primary School,Concord West,NSW,2138,Catholic,Primary,http://stambconcord.catholic.edu.au,K-6,23.1,6,485,221,264
43389,St Brigid's Catholic Primary School,Coogee,NSW,2034,Catholic,Primary,http://stbcoogee.catholic.edu.au,K-6,11.5,3.9,215,102,113
43390,St Aloysius Catholic Primary School,Cronulla,NSW,2230,Catholic,Primary,http://stacronulla.catholic.edu.au,K-6,11.2,3.6,207,105,102
43391,Holy Innocents' Catholic Primary School,Croydon,NSW,2132,Catholic,Primary,http://hicroydon.catholic.edu.au,K-6,14.8,2.3,184,90,94
43392,St Francis Xavier Catholic School Ashbury,Croydon Park,NSW,2133,Catholic,Primary,http://stfxashbury.catholic.edu.au,K-6,17.8,3.1,344,182,162
43393,St Michael's Catholic Primary School,Daceyville,NSW,2032,Catholic,Primary,http://stmdaceyville.catholic.edu.au,K-6,16.3,3.8,295,152,143
43394,St Therese's Catholic Primary School,Denistone,NSW,2114,Catholic,Primary,http://sttdenistone.catholic.edu.au,K-6,10.9,2,145,73,72
43395,St Mark's Catholic Primary School,Drummoyne,NSW,2047,Catholic,Primary,http://stmdrummoyne.catholic.edu.au,K-6,17.9,3.8,325,160,165
43396,St Paul of the Cross Catholic Primary School,Dulwich Hill,NSW,2203,Catholic,Primary,http://stpcdulwichhill.catholic.edu.au,K-6,18.6,4.1,306,145,161
43397,Our Lady of Lourdes Catholic Primary School,Earlwood,NSW,2206,Catholic,Primary,http://ololearlwood.catholic.edu.au,K-6,21.5,5.8,401,238,163
43398,St Kevin's Catholic Primary School,Eastwood,NSW,2122,Catholic,Primary,http://stkeastwood.catholic.edu.au,K-6,20.6,4.8,416,203,213
43399,St Joseph's Catholic Primary School,Enfield,NSW,2136,Catholic,Primary,http://stjenfield.catholic.edu.au,K-6,27.4,6.2,536,268,268
43400,St John Bosco Catholic Primary School,Engadine,NSW,2233,Catholic,Primary,http://sjbpsengadine.catholic.edu.au,K-6,39.7,10.6,858,433,425
43401,St Pius' Catholic Primary School,Enmore,NSW,2042,Catholic,Primary,http://stpenmore.catholic.edu.au,K-6,12.1,3.1,179,82,97
43402,St Mary's Catholic Primary School,Erskineville,NSW,2043,Catholic,Primary,http://stmerskineville.catholic.edu.au/,K-6,10.3,3,192,109,83
43403,Our Lady of the Rosary Catholic Primary School,Fairfield,NSW,2165,Catholic,Primary,http://olrfairfield.catholic.edu.au/,K-6,33.3,9.9,671,327,344
43404,All Hallows Catholic Primary School,Five Dock,NSW,2046,Catholic,Primary,http://ahpsfivedock.catholic.edu.au,K-6,23,4.3,447,258,189
43405,St Mary's Catholic Primary School,Georges Hall,NSW,2198,Catholic,Primary,http://www.stmgeorgeshall.catholic.edu.au,K-6,19.1,4.3,361,178,183
43406,Our Lady Queen of Peace Catholic Primary School,Gladesville,NSW,2111,Catholic,Primary,http://olqpgladesville.catholic.edu.au,K-6,11,2.8,173,86,87
43407,St James Catholic Primary School,Glebe,NSW,2037,Catholic,Primary,http://www.stjforestlodge.catholic.edu.au,K-6,9.7,2.3,137,67,70
43408,St John Vianney Catholic Primary School,Greenacre,NSW,2190,Catholic,Primary,http://stjvgreenacre.catholic.edu.au,K-6,20.9,3.9,291,145,146
43409,St Catherine Laboure Catholic Primary School,Gymea,NSW,2227,Catholic,Primary,http://sclgymea.catholic.edu.au,K-6,27.1,4.2,539,262,277
43410,St Joan of Arc Catholic Primary School,Haberfield,NSW,2045,Catholic,Primary,http://stjahaberfield.catholic.edu.au,K-6,17.2,4.3,314,166,148
43411,Marion Catholic Primary School,Horsley Park,NSW,2164,Catholic,Primary,http://marionhorsleypark.catholic.edu.au,K-6,10.7,3.7,209,97,112
43412,Good Shepherd Catholic Primary School,Hoxton Park,NSW,2171,Catholic,Primary,http://gshoxtonpark.catholic.edu.au,K-6,21.6,6.3,429,226,203
43413,Villa Maria Catholic Primary School,Hunters Hill,NSW,2110,Catholic,Primary,http://www.vmhuntershill.com,K-6,19.5,5.8,425,222,203
43414,St Mary's Star of the Sea Catholic Primary School,Hurstville,NSW,2220,Catholic,Primary,http://stmsshurstville.catholic.edu.au,K-6,19.6,6.3,431,209,222
43415,Our Lady of The Rosary Catholic Primary School,Kensington,NSW,2033,Catholic,Primary,http://olrkensington.catholic.edu.au,K-6,21.3,4.3,465,241,224
43416,Our Lady of Fatima Catholic Primary School,Kingsgrove,NSW,2208,Catholic,Primary,http://olfkingsgrove.catholic.edu.au,K-6,21.3,6.5,438,262,176
43417,St Patrick's Catholic Primary School,Kogarah,NSW,2217,Catholic,Primary,http://stpatskogarah.catholic.edu.au/,K-6,19.7,5.8,418,222,196
43418,St Therese's Catholic Primary School,Lakemba,NSW,2195,Catholic,Primary,http://www.sttlakemba.catholic.edu.au/,K-6,12.3,4.8,192,93,99
43419,St Michael's Catholic Primary School,Lane Cove,NSW,2066,Catholic,Primary,http://www.stmichaelslanecove.com,K-6,26,7.5,544,265,279
43420,St Fiacre's Catholic Primary School,Leichhardt,NSW,2040,Catholic,Primary,http://stfleichhardt.catholic.edu.au,K-6,9.2,2.3,123,62,61
43421,St Joachim's Catholic Primary School,Lidcombe,NSW,2141,Catholic,Primary,http://stjlidcombe.catholic.edu.au,K-6,18.5,5.6,301,142,159
43422,All Saints Catholic Primary School,Liverpool,NSW,2170,Catholic,Primary,http://www.asliverpool.catholic.edu.au,K-6,32.1,9.9,645,320,325
43423,St Francis Xavier's Catholic Primary School,Lurnea,NSW,2170,Catholic,Primary,http://stfxlurnea.catholic.edu.au,K-6,15.6,5.7,310,155,155
43424,St Andrew's Catholic Primary School,Malabar,NSW,2036,Catholic,Primary,http://stamalabar.catholic.edu.au,K-6,19,4.3,358,186,172
43425,Our Lady of The Annunciation Catholic Primary School,Pagewood,NSW,2035,Catholic,Primary,http://olapagewood.catholic.edu.au,K-6,11.1,4.4,223,122,101
43426,St Mary - St Joseph Catholic Primary School,Maroubra,NSW,2035,Catholic,Primary,http://smsjmaroubra.catholic.edu.au,K-6,17.9,3.4,298,140,158
43427,St Aidan's Catholic Primary School,Maroubra Junction,NSW,2035,Catholic,Primary,http://stamaroubra.catholic.edu.au,K-6,12.5,2,220,104,116
43428,St Brigid's Catholic Primary School,Marrickville,NSW,2204,Catholic,Primary,http://stbmarrickville.catholic.edu.au/,K-6,18.4,6,363,183,180
43429,St Anthony's Catholic Primary School,Marsfield,NSW,2122,Catholic,Primary,http://stamarsfield.catholic.edu.au,K-6,17.2,3.4,257,122,135
43430,St Therese Catholic Primary School,Mascot,NSW,2020,Catholic,Primary,http://sttmascot.catholic.edu.au,K-6,29,9.5,635,312,323
43431,St Agnes' Catholic Primary School,Matraville,NSW,2036,Catholic,Primary,http://www.stamatraville.catholic.edu.au,K-6,12.1,3.5,208,110,98
43432,St Michael's Catholic Primary School,Meadowbank,NSW,2114,Catholic,Primary,http://smpsmeadowbank.catholic.edu.au,K-6,19.2,3.7,336,156,180
43433,Holy Family Catholic Primary School,Menai,NSW,2234,Catholic,Primary,http://hfmenai.catholic.edu.au,K-6,38.2,9.2,820,404,416
43434,St Therese Catholic Primary School,Sadlier-Miller,NSW,2168,Catholic,Primary,http://sttsadleir.catholic.edu.au,K-6,23.5,5.2,280,125,155
43435,Our Lady Star of the Sea Catholic School,Miranda,NSW,2228,Catholic,Primary,http://olssmiranda.catholic.edu.au,K-6,23.3,6.7,452,203,249
43436,St Joseph's Catholic Primary School,Moorebank,NSW,2170,Catholic,Primary,http://stjmoorebank.catholic.edu.au,K-6,20.9,3.9,396,199,197
43437,Sacred Heart Catholic Primary School,Mosman,NSW,2088,Catholic,Primary,http://www.shmosman.catholic.edu.au,K-6,21.8,6.3,400,211,189
43438,St Columba's Catholic Primary School,Leichhardt North,NSW,2040,Catholic,Primary,http://scpsleichhardt.catholic.edu.au,K-6,10.8,3.2,159,75,84
43439,Holy Spirit Catholic Primary School,North Ryde,NSW,2113,Catholic,Primary,http://hsnryde.catholic.edu.au,K-6,27,5.3,471,250,221
43440,St Mary's Catholic Primary School,North Sydney,NSW,2060,Catholic,Primary,http://stmns.com,K-6,20.7,6.8,371,195,176
43441,St Joseph's Catholic Primary School,Oatley,NSW,2223,Catholic,Primary,http://stjoatley.catholic.edu.au,K-6,10.5,4.3,216,114,102
43442,St Francis of Assisi Regional Catholic Primary School,Paddington,NSW,2021,Catholic,Primary,http://stfpaddington.catholic.edu.au,K-6,13.1,4.6,206,116,90
43443,St Therese Catholic Primary School,Padstow,NSW,2211,Catholic,Primary,http://sttpadstow.catholic.edu.au,K-6,11.1,4.2,209,105,104
43444,St Christopher's Catholic Primary School,Panania,NSW,2213,Catholic,Primary,http://stcpanania.catholic.edu.au,K-6,29.7,6,570,269,301
43445,St Declan's Catholic Primary School,Penshurst,NSW,2222,Catholic,Primary,http://stdpenshurst.catholic.edu.au,K-6,20.8,5.1,435,231,204
43446,St Jerome's Catholic Primary School,Punchbowl,NSW,2196,Catholic,Primary,http://stjpunchbowl.catholic.edu.au,K-6,18.5,5.8,305,150,155
43447,Our Lady of the Sacred Heart Catholic Primary School,Randwick,NSW,2031,Catholic,Primary,http://olshrandwick.catholic.edu.au,K-6,22.2,5.3,414,228,186
43448,St Margaret Mary's Catholic Primary School,Randwick North,NSW,2031,Catholic,Primary,http://stmmrandwick.catholic.edu.au,K-6,11.1,3,191,100,91
43449,St Peter Chanel Catholic Primary School,Regents Park,NSW,2143,Catholic,Primary,http://spcregentspark.catholic.edu.au,K-6,19.8,5.1,382,181,201
43450,St Luke's Catholic Primary School,Revesby,NSW,2212,Catholic,Primary,http://www.stlrevesby.catholic.edu.au/,K-6,29.8,6.7,614,323,291
43451,St Joseph's Catholic Primary School,Riverwood,NSW,2210,Catholic,Primary,http://stjriverwood.catholic.edu.au,K-6,21,4.8,429,214,215
43452,St Joseph's Catholic Primary School,Rockdale,NSW,2216,Catholic,Primary,http://stjrockdale.catholic.edu.au,K-6,11.9,3.2,211,103,108
43453,McAuley Catholic Primary School,Rose Bay,NSW,2029,Catholic,Primary,http://mcauley.catholic.edu.au,K-6,9.3,3.1,138,83,55
43454,St Charles Catholic Primary School,Ryde,NSW,2112,Catholic,Primary,http://scpsryde.catholic.edu.au,K-6,23.6,6,479,237,242
43455,St Finbar's Primary School,Sans Souci,NSW,2219,Catholic,Primary,http://stfsanssouci.catholic.edu.au,K-6,12.1,5.2,224,97,127
43456,Immaculate Heart of Mary Catholic Primary School,Sefton,NSW,2162,Catholic,Primary,http://www.ihmsefton.catholic.edu.au,K-6,19,5.4,378,194,184
43457,St Gertrude's Catholic Primary School,Smithfield,NSW,2164,Catholic,Primary,http://stgsmithfield.catholic.edu.au,K-6,41.8,5.7,668,337,331
43458,St Raphael's Catholic Primary School,South Hurstville,NSW,2221,Catholic,Primary,http://strhurstville.catholic.edu.au,K-6,13,2.8,223,114,109
43459,St Michael's Catholic Primary School,Stanmore,NSW,2048,Catholic,Primary,http://stmstanmore.catholic.edu.au/,K-6,9.1,2.4,128,64,64
43460,St Martha's Catholic Primary School,Strathfield,NSW,2135,Catholic,Primary,http://stmstrathfield.catholic.edu.au,K-6,15.9,4.4,244,118,126
43461,St Anne's Catholic Primary School,Strathfield South,NSW,2136,Catholic,Primary,http://stastrathfield.catholic.edu.au,K-6,12.2,2.5,143,81,62
43462,St Patrick's Catholic Primary School,Summer Hill,NSW,2130,Catholic,Primary,http://www.stpsummerhill.catholic.edu.au/,K-6,11.1,1.8,169,91,78
43463,St Patrick's Catholic Primary School,Sutherland,NSW,2232,Catholic,Primary,http://stpsutherland.catholic.edu.au,K-6,22.1,7.7,468,258,210
43464,St Mary's Cathedral College,Sydney,NSW,2000,Catholic,Combined,http://www.smccsydney.catholic.edu.au,3-12,55.6,11.6,751,0,751
43465,Sacred Heart Catholic Primary School,Villawood,NSW,2163,Catholic,Primary,http://shvillawood.catholic.edu.au,K-6,11.4,4.5,156,81,75
43466,Our Lady of Mount Carmel Catholic Primary School,Waterloo,NSW,2017,Catholic,Primary,http://olmcwaterloo.catholic.edu.au,K-6,12.5,4.2,98,44,54
43467,St Charles' Primary School,Waverley,NSW,2024,Catholic,Primary,http://stcwaverley.catholic.edu.au,K-6,18.3,3.5,335,171,164
43468,St Francis De Sales' Catholic Primary School,Woolooware,NSW,2230,Catholic,Primary,http://stfdswoolooware.catholic.edu.au,K-6,11.1,3.2,168,67,101
43469,Christ the King Catholic School Bass Hill,Yagoona,NSW,2199,Catholic,Primary,http://ctkbasshill.catholic.edu.au,K-6,11.7,3.8,191,95,96
43470,St Catherine of Siena Catholic Primary School,Prestons,NSW,2170,Catholic,Primary,http://stcosprestons.catholic.edu.au,K-6,30.5,8.1,621,313,308
43471,Casimir Catholic College,Marrickville,NSW,2204,Catholic,Secondary,http://www.casimirmarrickville.catholic.edu.au/,7-12,56.2,13.7,698,300,398
43472,De La Salle College -  Revesby Heights,Revesby Heights,NSW,2212,Catholic,Secondary,http://dlsrevesby.catholic.edu.au,7-12,48.9,10,598,0,598
43473,Our Lady of The Sacred Heart College,Kensington,NSW,2033,Catholic,Secondary,http://olshkensington.catholic.edu.au,7-12,61.4,16.3,844,844,0
43474,Trinity Catholic College,Auburn,NSW,2144,Catholic,Secondary,http://trinity.catholic.edu.au,7-12,95.6,24.3,1227,567,660
43475,Bethany College,Hurstville,NSW,2220,Catholic,Secondary,http://bethanyhurstville.catholic.edu.au,7-12,70.3,17.7,987,987,0
43476,St Ursula's College,Kingsgrove,NSW,2208,Catholic,Secondary,http://stursulakingsgrove.catholic.edu.au,7-12,71.3,17.7,1094,1094,0
43477,Marist College Kogarah,Bexley,NSW,2207,Catholic,Secondary,http://www.mck.nsw.edu.au/,7-12,72.4,15.2,1022,0,1022
43478,Marist College North Shore,North Sydney,NSW,2060,Catholic,Secondary,http://www.maristcollege.com,7-12,56.5,14.9,835,0,835
43479,Champagnat Catholic College,Maroubra,NSW,2035,Catholic,Secondary,https://champagnatpagewood.catholic.edu.au/,7-12,54.2,12.7,688,0,688
43480,Marist Catholic College Penshurst,Mortdale,NSW,2223,Catholic,Secondary,http://maristpagewood.catholic.edu.au,7-12,56.2,11.8,752,217,535
43481,Brigidine College Randwick,Randwick,NSW,2031,Catholic,Secondary,http://www.bcrandwick.catholic.edu.au/,7-12,62.7,12.5,882,882,0
43482,Marcellin College,Randwick,NSW,2031,Catholic,Combined,http://marcellin.nsw.edu.au,7-12,66.8,13.6,982,0,982
43483,La Salle Catholic College,Bankstown,NSW,2200,Catholic,Secondary,http://www.lasalle.nsw.edu.au,7-12,56.8,13.1,636,102,534
43484,Freeman Catholic College,Bonnyrigg Heights,NSW,2177,Catholic,Secondary,http://freemanbonnyrigg.catholic.edu.au,7-12,91.7,22.4,1365,697,668
43485,Our Lady of Mercy Catholic College Burraneer,Cronulla,NSW,2230,Catholic,Secondary,http://olmcburraneer.catholic.edu.au,7-10,35.1,9.7,464,464,0
43486,De La Salle Catholic College -  Caringbah,Caringbah,NSW,2229,Catholic,Secondary,http://dlscaringbah.catholic.edu.au,7-10,36.3,11.4,485,0,485
43487,St John Bosco College,Engadine,NSW,2233,Catholic,Secondary,http://bosco.nsw.edu.au,7-12,58.6,15.8,824,401,423
43488,Patrician Brothers' College Fairfield,Fairfield,NSW,2165,Catholic,Secondary,http://pbcfairfield.catholic.edu.au,7-12,81,22.2,1090,0,1090
43489,Good Samaritan Catholic College,Hinchinbrook,NSW,2168,Catholic,Secondary,http://www.goodsamaritan.nsw.edu.au,7-12,95.6,21.4,1305,677,628
43491,All Saints Catholic College,Liverpool,NSW,2170,Catholic,Secondary,http://ascgcliverpool.catholic.edu.au,7-10,71.6,21.1,966,467,499
43492,Aquinas Catholic College,Menai,NSW,2234,Catholic,Secondary,http://aquinasmenai.catholic.edu.au,7-12,73.5,19,1093,523,570
43493,St Patrick's College -  Sutherland,Sutherland,NSW,2232,Catholic,Secondary,http://www.stpatscoll.nsw.edu.au,7-12,84.1,20.3,1257,620,637
43494,Mary MacKillop Catholic College,Wakeley,NSW,2176,Catholic,Secondary,http://mmcwakeley.catholic.edu.au,7-12,66,15.8,856,856,0
43495,Bethlehem College,Ashfield,NSW,2131,Catholic,Secondary,http://www.bethlehemcollege.nsw.edu.au,7-12,52.6,12.8,695,695,0
43496,De La Salle College -  Ashfield,Ashfield,NSW,2131,Catholic,Secondary,http://www.dlsashfield.com.au/,7-12,42.8,9.4,528,0,528
43497,Marist College Eastwood,Eastwood,NSW,2122,Catholic,Secondary,http://home.mce.nsw.edu.au/,7-12,58.6,12.5,780,0,780
43498,Domremy Catholic College,Five Dock,NSW,2046,Catholic,Secondary,http://www.domremy.catholic.edu.au/,7-12,46.4,13.8,571,571,0
43499,Holy Spirit Catholic College,Lakemba,NSW,2195,Catholic,Secondary,http://holyspirit.nsw.edu.au,7-12,72.4,20.4,955,426,529
43500,Holy Cross College,Ryde,NSW,2112,Catholic,Secondary,http://www.holycrosscollege.org,7-12,49.1,13,680,0,680
43501,Marist Sisters' College Woolwich,Woolwich,NSW,2110,Catholic,Secondary,http://www.mscw.nsw.edu.au,7-12,71.5,19.6,1019,1019,0
43502,Holy Spirit Catholic Primary School,Carnes Hill,NSW,2171,Catholic,Primary,http://hscarneshill.catholic.edu.au,K-6,30.1,6.9,645,345,300
43503,St Christopher's Catholic Primary School,Holsworthy,NSW,2173,Catholic,Primary,http://stcholsworthy.catholic.edu.au,K-6,27.5,7,541,271,270
43504,Clancy Catholic College,West Hoxton,NSW,2171,Catholic,Secondary,http://www.clancy.nsw.edu.au/,7-12,81,21.2,1140,581,559
43505,St Joseph's Primary School,Alstonville,NSW,2477,Catholic,Primary,http://www.alstplism.catholic.edu.au,K-6,12.2,4.8,188,78,110
43506,St Francis Xavier's Primary School,Ballina,NSW,2478,Catholic,Primary,http://www.balplism.catholic.edu.au,K-6,21.9,10.3,393,200,193
43507,Mary Help of Christians Primary School Sawtell,Toormina,NSW,2452,Catholic,Primary,http://www.sawplism.catholic.edu.au,K-6,23.9,12.1,424,206,218
43508,St Mary's Primary School,Bellingen,NSW,2454,Catholic,Primary,http://www.bellplism.catholic.edu.au,K-6,8.9,3.1,120,60,60
43509,St Mary's Primary School,Bowraville,NSW,2449,Catholic,Primary,http://www.bwpplism.catholic.edu.au,K-6,5.2,5.9,25,12,13
43510,St Finbarr's Primary School,Byron Bay,NSW,2481,Catholic,Primary,http://www.bbplism.catholic.edu.au,K-6,15.3,6.4,266,155,111
43511,St Mary's Primary School,Casino,NSW,2470,Catholic,Primary,http://www.casplism.catholic.edu.au,K-6,20.6,8.9,413,205,208
43512,St Augustine's Primary School,Coffs Harbour,NSW,2450,Catholic,Primary,http://www.cofhplism.catholic.edu.au,K-6,38,17.9,684,344,340
43513,St Joseph's Primary School,Coraki,NSW,2471,Catholic,Primary,http://www.crkilism.catholic.edu.au,K-6,6.1,3.8,68,34,34
43514,Mount St John Primary School,Dorrigo,NSW,2453,Catholic,Primary,http://www.dorplism.catholic.edu.au,K-6,4.8,2.7,54,27,27
43515,St Mary's Primary School,Grafton,NSW,2460,Catholic,Primary,http://www.grafplism.catholic.edu.au,K-6,11.5,3.7,173,95,78
43516,St Joseph's Primary School,South Grafton,NSW,2460,Catholic,Primary,http://www.sgrafplism.catholic.edu.au,K-6,11.7,4.5,156,82,74
43517,St Joseph's Primary School,West Kempsey,NSW,2440,Catholic,Primary,http://www.kmpplism.catholic.edu.au,K-6,21.4,15.4,341,178,163
43518,St Anthony's Primary School,Kingscliff,NSW,2487,Catholic,Primary,http://www.kngplism.catholic.edu.au,K-6,18.2,5.2,292,136,156
43519,St Brigid's Primary School,Kyogle,NSW,2474,Catholic,Primary,http://www.kyogplism.catholic.edu.au,K-6,9.4,4.6,122,62,60
43520,St Joseph's Primary School,Laurieton,NSW,2443,Catholic,Primary,http://www.larplism.catholic.edu.au,K-6,10.8,4.6,180,89,91
43521,St Carthage's Primary School,Lismore,NSW,2480,Catholic,Primary,http://www.stcarthlism.catholic.edu.au,K-6,33.1,11.1,616,285,331
43522,Our Lady Help of Christians Primary School,Lismore South,NSW,2480,Catholic,Primary,http://www.lisslism.catholic.edu.au,K-6,15,4.5,220,111,109
43523,St Patrick's Primary School,Macksville,NSW,2447,Catholic,Primary,http://moodle.macvplism.catholic.edu.au,K-6,17.6,8.1,295,143,152
43524,St Joseph's Primary School,Maclean,NSW,2463,Catholic,Primary,http://www.maclplism.catholic.edu.au,K-6,7.8,2.9,80,38,42
43525,St John's Primary School,Mullumbimby,NSW,2482,Catholic,Primary,http://www.mbyplism.catholic.edu.au,K-6,9.2,2.6,115,57,58
43526,Mount St Patrick Primary School,Murwillumbah,NSW,2484,Catholic,Primary,http://www.murp.lism.catholic.edu.au/,K-6,21.1,5,367,209,158
43527,St Joseph's Primary School,South Murwillumbah,NSW,2484,Catholic,Primary,http://www.smurplism.catholic.edu.au,K-6,10.7,3.7,145,63,82
43528,St Agnes' Primary School,Port Macquarie,NSW,2444,Catholic,Primary,http://www.pmacalism.catholic.edu.au,K-6,28.3,13.1,539,272,267
43529,St Joseph's Primary School,Port Macquarie,NSW,2444,Catholic,Primary,http://www.pmacjlism.catholic.edu.au,K-6,20.2,14.5,394,205,189
43530,St Peter's Primary School,Port Macquarie,NSW,2444,Catholic,Primary,http://www.pmacplism.catholic.edu.au,K-6,26.2,14.4,538,274,264
43531,Holy Family Catholic Primary School,Skennars Head,NSW,2478,Catholic,Primary,http://www.skhplism.catholic.edu.au,K-6,19,9.7,416,190,226
43532,St James' Primary School,Banora Point,NSW,2486,Catholic,Primary,http://www.bpplism.catholic.edu.au,K-6,21.6,8.6,372,200,172
43533,St Joseph's Primary School,Tweed Heads,NSW,2485,Catholic,Primary,http://www.twdplism.catholic.edu.au,K-6,19.6,6.3,338,161,177
43534,St Joseph's Primary School,Wauchope,NSW,2446,Catholic,Primary,http://www.wauplism.catholic.edu.au,K-6,15.7,8.7,258,132,126
43535,St Joseph's Primary School,Woodburn,NSW,2472,Catholic,Primary,http://www.wdbplism.catholic.edu.au,K-6,9.6,2.7,136,73,63
43536,St Francis Xavier Primary School,Woolgoolga,NSW,2456,Catholic,Primary,http://www.woolplism.catholic.edu.au,K-6,15.4,7.4,247,131,116
43537,St James' Primary School,Yamba,NSW,2464,Catholic,Primary,http://www.yamplism.catholic.edu.au,K-6,8.8,3.2,118,59,59
43538,MacKillop College Port Macquarie,Port Macquarie,NSW,2444,Catholic,Secondary,http://www.pmaclism.catholic.edu.au,7-12,81.8,34.4,1084,528,556
43539,Xavier Catholic College Ballina,Skennars Head,NSW,2478,Catholic,Secondary,http://www.xavierlism.catholic.edu.au,7-12,66.9,25.3,904,453,451
